ICAO,Country,Type,Procedure
UBBF,Azerbaijan,STAR,"FEXRI, NETON & PARSU 1C RNAV ARRS"
UBBF,Azerbaijan,IAP,ILS RWY 11
UBBF,Azerbaijan,IAP,ILS RWY 29
UBBG,Azerbaijan,SID,"EDATA & POLAD 3A, MATAL & PEMAN 2A, VERCA 1A DEPS"
UBBG,Azerbaijan,SID,EDATA 3B & POLAD 2B DEPS
UBBG,Azerbaijan,SID,"MATAL, PEMAN & VERCA 1B DEPS"
UBBG,Azerbaijan,STAR,"BAGVA, BARAD & EDATA 1F, POLAD 1F & 2F ARRS"
UBBG,Azerbaijan,STAR,"BAGVA, BARAD, EDATA & POLAD 1E ARRS"
UBBG,Azerbaijan,STAR,"MATAL, PEMAN & VERCA 1E ARRS"
UBBG,Azerbaijan,STAR,"MATAL, PEMAN & VERCA 1F ARRS"
UBBG,Azerbaijan,IAP,ILS DME RWY 12
UBBG,Azerbaijan,IAP,ILS DME RWY 30
UBBG,Azerbaijan,IAP,VOR DME RWY 12
UBBL,Azerbaijan,SID,"LALDA, MIVKO, NASAR, NASIL & XERBO 1A DEPS"
UBBL,Azerbaijan,SID,"LALDA, MIVKO, NASAR, NASIL & XERBO 1B DEPS"
UBBL,Azerbaijan,STAR,LALDA & MIVKO 1E & 1F ARRS
UBBL,Azerbaijan,STAR,"NASAR, NASIL & XERBO 1E & 1F ARRS"
UBBL,Azerbaijan,IAP,ILS DME OR NDB RWY 33
UBBL,Azerbaijan,IAP,NDB DME RWY 15
UBBN,Azerbaijan,SID,"DULAV & IRLAN 2B & 2D, TUXAZ 1B & 1D RNAV DEPS"
UBBN,Azerbaijan,SID,DULAV 3A & 3C RNAV DEPS
UBBN,Azerbaijan,SID,"IRLAN & NEGAN 3A & 3C, TUXAZ 1A & 1C RNAV DEPS"
UBBN,Azerbaijan,SID,NEGAN 2B & 2D RNAV DEPS
UBBN,Azerbaijan,STAR,DULAV 2E & TUXAZ 1E RNAV ARRS
UBBN,Azerbaijan,STAR,DULAV 2F RNAV ARR
UBBN,Azerbaijan,STAR,DULAV 2G & TUXAZ 1G RNAV ARRS
UBBN,Azerbaijan,STAR,DULAV 2H RNAV ARR
UBBN,Azerbaijan,STAR,"DULAV 3E, IRLAN & NEGAN 2E RNAV ARRS"
UBBN,Azerbaijan,STAR,"DULAV 3G, IRLAN & NEGAN 2G RNAV ARRS"
UBBN,Azerbaijan,STAR,"IRLAN & NEGAN 2F, TUXAZ 1F RNAV ARRS"
UBBN,Azerbaijan,STAR,"IRLAN & NEGAN 2H, TUXAZ 1H RNAV ARRS"
UBBN,Azerbaijan,IAP,ILS DME RWY 14L
UBBN,Azerbaijan,IAP,ILS DME RWY 14R
UBBN,Azerbaijan,IAP,ILS DME RWY 32L
UBBN,Azerbaijan,IAP,ILS DME RWY 32R
UBBN,Azerbaijan,IAP,RNP RWY 14L
UBBN,Azerbaijan,IAP,RNP RWY 14R
UBBN,Azerbaijan,IAP,RNP RWY 32L
UBBN,Azerbaijan,IAP,RNP RWY 32R
UBBQ,Azerbaijan,SID,"ADEKI 2A, BEKIR & GIPAR 1A DEPS"
UBBQ,Azerbaijan,SID,"ADEKI 2B, BEKIR & GIPAR 1B DEPS"
UBBQ,Azerbaijan,SID,EDATA & LUSAL 2A DEPS
UBBQ,Azerbaijan,SID,EDATA & LUSAL 2B DEPS
UBBQ,Azerbaijan,STAR,"ADGEN, ALUVO, NUNTI & PENOB 1F, BEKIR 2F ARRS"
UBBQ,Azerbaijan,STAR,"BEKIR & LUSAL 2E, GIPAR 1E ARRS"
UBBQ,Azerbaijan,STAR,"EDATA & POLAD 3E, INTEV 1E ARRS"
UBBQ,Azerbaijan,STAR,"EDATA, GIPAR & INTEV 1F, POLAD 4F ARRS"
UBBQ,Azerbaijan,IAP,CAT II ILS DME RWY 16
UBBQ,Azerbaijan,IAP,ILS DME RWY 16
UBBQ,Azerbaijan,IAP,ILS DME RWY 34
UBBQ,Azerbaijan,IAP,VOR DME RWY 34
UBBY,Azerbaijan,SID,"ADEKI & LIMTI 3A, EDATA,LUSAL & POLAD 4A RNAV DEPS"
UBBY,Azerbaijan,STAR,"BAGVA,BEKIR & LUSAL 3F,EDATA 4F,POLAD 5F RNAV ARRS"
UBBY,Azerbaijan,IAP,ILS DME RWY 33
UBBY,Azerbaijan,IAP,RNP RWY 33
UBBY,Azerbaijan,IAP,VOR DME RWY 33
UBBZ,Azerbaijan,SID,FZL 1B RNAV DEP
UBBZ,Azerbaijan,SID,FZL 1E RNAV DEP
UBBZ,Azerbaijan,STAR,FZL 1C RNAV ARR
UBBZ,Azerbaijan,IAP,ILS RWY 21
UBBZ,Azerbaijan,IAP,RNP (AR) ILS RWY 03
UBBZ,Azerbaijan,IAP,RNP RWY 03 (AR)
UBBZ,Azerbaijan,IAP,RNP RWY 21
LPAZ,Azores,SID,"BEKUN 5N, 4S & 4T DEPS"
LPAZ,Azores,SID,"DOKAS 5N, 4P, 4S & 4T DEPS"
LPAZ,Azores,SID,"DOZIV, LEMGO & NETID 1N RNAV DEPS"
LPAZ,Azores,SID,"DOZIV, NETID & YEGGO 1S RNAV DEPS"
LPAZ,Azores,SID,"ETROX 4N & 4S, GINSU 5N & 4S DEPS"
LPAZ,Azores,SID,"GOMOS 5N & 4S, XUVAP 2N & 2S DEPS"
LPAZ,Azores,SID,"RODIL 4N & 4S, VMG 5N & 4S DEPS"
LPAZ,Azores,STAR,ARRS
LPAZ,Azores,STAR,"CENIC, JUBNO, NITEZ & NORCA 1A RNAV ARRS"
LPAZ,Azores,STAR,"CENIC, JUBNO, NITEZ & NORCA 1B RNAV ARRS"
LPAZ,Azores,IAP,ILS OR LOC RWY 18
LPAZ,Azores,IAP,RNP RWY 18
LPAZ,Azores,IAP,RNP RWY 36
LPAZ,Azores,IAP,VOR RWY 18
LPAZ,Azores,IAP,VOR Y RWY 36
LPAZ,Azores,IAP,VOR Z RWY 36
LPCR,Azores,SID,"ALCRO, ECLAR, ZEDRE & XEMIC 1W RNAV DEPS"
LPCR,Azores,SID,"ECLAR, ROFIG & ZEDRE 1E RNAV DEPS"
LPCR,Azores,STAR,CAZIS & VACKA 1A RNAV ARRS
LPCR,Azores,STAR,"CAZIS 1B, ZENGI 1A RNAV ARRS"
LPCR,Azores,IAP,RNP RWY 29
LPFL,Azores,SID,"NIDOF 1R & 1S, VAPOV & YARMA 1S RNAV DEPS"
LPFL,Azores,SID,"NIDOF, VAPOV & YARMA 1N RNAV DEPS"
LPFL,Azores,STAR,"CAZIS 1C, VACKA & ZENGI 1B RNAV ARRS"
LPFL,Azores,STAR,"SUFAS 1A, VACKA 1C RNAV ARRS"
LPFL,Azores,IAP,LCTR A RWY 36
LPGR,Azores,SID,NESDU 1W & VESOB 1E RNAV DEPS
LPGR,Azores,STAR,IRDOP 1A & 1B RNAV ARRS
LPGR,Azores,IAP,LCTR RWY 27
LPGR,Azores,IAP,RNP RWY 09
LPGR,Azores,IAP,RNP RWY 27
LPHR,Azores,SID,FRS 3E & 3W DEPS
LPHR,Azores,SID,"LEDBU 1A, VELAS & ZANEV 1W RNAV DEPS"
LPHR,Azores,SID,"NOJAK, ONICA & VELAS 1E RNAV DEPS"
LPHR,Azores,SID,NOTMA 3E & 3W DEPS
LPHR,Azores,SID,"VMG 3E, 3G, 3H & 3W DEPS"
LPHR,Azores,SID,"VSM 3E, 3G, 3H & 3W DEPS"
LPHR,Azores,STAR,"ASPEX 1A & 3E, FATAG 1E RNAV ARRS"
LPHR,Azores,STAR,"ASPEX 2W, FATAG 1N & 1S RNAV ARRS"
LPHR,Azores,STAR,"BANIX 2A, ERANO 2C, FRS 2C & 2D RNAV ARRS"
LPHR,Azores,STAR,ERANO 3A & FRS 5A ARRS
LPHR,Azores,STAR,NOTMA & SOLGI 2E RNAV ARRS
LPHR,Azores,STAR,"NOTMA, SOLGI & VMG 5A, VSM 9A ARRS"
LPHR,Azores,IAP,FIL NDB A
LPHR,Azores,IAP,FIL NDB B
LPHR,Azores,IAP,HT LOCATOR A
LPHR,Azores,IAP,HT LOCATOR B
LPHR,Azores,IAP,RNP W RWY 10 (AR)
LPHR,Azores,IAP,RNP X RWY 10 (AR)
LPHR,Azores,IAP,RNP Y RWY 10 (AR)
LPHR,Azores,IAP,RNP Y RWY 28 (AR)
LPHR,Azores,IAP,RNP Z RWY 10 (AR)
LPHR,Azores,IAP,RNP Z RWY 28 (AR)
LPLA,Azores,SID,DOLER & REGLA 1N RNAV DEPS
LPLA,Azores,SID,DOLER & REGLA 1S RNAV DEPS
LPLA,Azores,SID,"DOLER, MIPRU & REGLA 1B DEPS"
LPLA,Azores,SID,"DOLER, MIPRU & REGLA 1D DEPS"
LPLA,Azores,SID,"LADOX, MIPRU, NOTMA, SIPRU & SOLGI 1N RNAV DEPS"
LPLA,Azores,SID,"LADOX, MIPRU, NOTMA, SIPRU & SOLGI 1S RNAV DEPS"
LPLA,Azores,SID,OMNIDIRECTIONAL DEPS
LPLA,Azores,IAP,ILS OR LOC RWY 15 (CIVIL)
LPLA,Azores,IAP,ILS OR LOC RWY 15 (MILITARY)
LPLA,Azores,IAP,ILS RWY 33 (CIVIL)
LPLA,Azores,IAP,ILS RWY 33 (MILITARY)
LPLA,Azores,IAP,ILS Y RWY 15 (CIVIL)
LPLA,Azores,IAP,ILS Y RWY 15 (MILITARY)
LPLA,Azores,IAP,RNP RWY 15 (CIVIL)
LPLA,Azores,IAP,RNP RWY 15 (MILITARY)
LPLA,Azores,IAP,RNP RWY 33 (CIVIL)
LPLA,Azores,IAP,RNP RWY 33 (MILITARY)
LPLA,Azores,IAP,TACAN RWY 15
LPLA,Azores,IAP,TACAN RWY 33
LPLA,Azores,IAP,VISUAL APPROACH (CIVIL)
LPLA,Azores,IAP,VISUAL APPROACH (MILITARY)
LPLA,Azores,IAP,VOR RWY 33 (CIVIL)
LPLA,Azores,IAP,VOR RWY 33 (MILITARY)
LPPD,Azores,SID,"APAZI 1W, GIRIX & NADHI 1L RNAV DEPS"
LPPD,Azores,SID,BAVAS & BEKUN 1R & 9V DEPS
LPPD,Azores,SID,"GIRIX, JETAF, NADHI & NETID 1E RNAV DEPS"
LPPD,Azores,SID,"GIRIX, LEVDA, NADHI & ZAMOQ 1W RNAV DEPS"
LPPD,Azores,SID,"MIPRU & SOMUL 9R & 9V, TIMTO 1R & 1V DEPS"
LPPD,Azores,SID,VSM 9R & 8V DEPS
LPPD,Azores,STAR,"BAVAS 5A, MIPRU & SOMUL 6A, VSM 8A & 8B ARRS"
LPPD,Azores,STAR,ETROX 3A & 3B RNAV ARRS
LPPD,Azores,STAR,"MIPRU 1A, 1B & 2N, SOMUL 1A, 1B & 3N RNAV ARRS"
LPPD,Azores,STAR,OMOBI 1A RNAV ARR
LPPD,Azores,STAR,OMOBI 1B & 1C RNAV ARRS
LPPD,Azores,STAR,"OMOBI 1D & 1E, ZUPAZ 1S RNAV ARRS"
LPPD,Azores,IAP,ILS X RWY 30 (CAT A & B)
LPPD,Azores,IAP,ILS X RWY 30 (CAT C & D)
LPPD,Azores,IAP,ILS Y RWY 30
LPPD,Azores,IAP,ILS Z OR LOC RWY 30 (CAT A & B)
LPPD,Azores,IAP,ILS Z OR LOC RWY 30 (CAT C & D)
LPPD,Azores,IAP,LCTR RWY 30 (CAT A & B)
LPPD,Azores,IAP,LCTR RWY 30 (CAT C & D)
LPPD,Azores,IAP,RNP RWY 30 (AR)(FINAL APCH)
LPPD,Azores,IAP,RNP RWY 30 (AR)(INITIAL APCH)
LPPD,Azores,IAP,RNP W RWY 12
LPPD,Azores,IAP,RNP X RWY 12 (AR)
LPPD,Azores,IAP,RNP Y RWY 12 (AR)
LPPD,Azores,IAP,RNP Y RWY 30
LPPD,Azores,IAP,RNP Z RWY 12
LPPI,Azores,SID,"ABONU, GORZI & ODITU 1E RNAV DEPS"
LPPI,Azores,SID,"GORZI, LEDBU & NOJAK 1W RNAV DEPS"
LPPI,Azores,STAR,BUNUB & TIMTO 1A RNAV ARRS
LPPI,Azores,IAP,ILS RWY 27
LPPI,Azores,IAP,LOC RWY 27
LPPI,Azores,IAP,NDB RWY 27
LPSJ,Azores,SID,"GORZI 1A, OSDAP 1E RNAV DEPS"
LPSJ,Azores,SID,"GORZI 1B, ODITU 1W RNAV DEPS"
LPSJ,Azores,STAR,BUNUB & TIMTO 1B RNAV ARRS
LPSJ,Azores,STAR,VFR AERODROME CHART
LPSJ,Azores,STAR,VFR APPROACH CHART
MYAM,Bahamas,SID,TOONI 2 RNAV DEP
MYAM,Bahamas,IAP,RNAV (GNSS) RWY 09
MYAM,Bahamas,IAP,RNAV (GNSS) RWY 27
MYAT,Bahamas,SID,CHILN 2 RNAV DEP
MYAT,Bahamas,IAP,RNAV (GNSS) RWY 14
MYAT,Bahamas,IAP,RNAV (GNSS) RWY 32
MYBS,Bahamas,IAP,RNAV (GNSS) RWY 10
MYBS,Bahamas,IAP,RNAV (GNSS) RWY 28
MYEF,Bahamas,SID,FERGE 2 RNAV DEP
MYEF,Bahamas,SID,PECAY 2 RNAV DEP
MYEF,Bahamas,IAP,RNAV (GNSS) RWY 12
MYEF,Bahamas,IAP,RNAV (GNSS) RWY 30
MYEH,Bahamas,SID,CHOIE 2 RNAV DEP
MYEH,Bahamas,SID,LENKY 2 RNAV DEP
MYEH,Bahamas,IAP,RNAV (GNSS) RWY 07
MYEM,Bahamas,SID,CONUZ 1 RNAV DEP
MYEM,Bahamas,IAP,RNAV (GNSS) RWY 15
MYEM,Bahamas,IAP,RNAV (GNSS) RWY 33
MYER,Bahamas,SID,INURE 1 RNAV DEP
MYER,Bahamas,IAP,RNAV (GNSS) RWY 09
MYER,Bahamas,IAP,RNAV (GNSS) RWY 27
MYGF,Bahamas,SID,BUUCK 2 RNAV DEP
MYGF,Bahamas,SID,JOAAN 2 RNAV DEP
MYGF,Bahamas,IAP,ILS Z RWY 06
MYGF,Bahamas,IAP,RNAV (GNSS) RWY 06
MYGF,Bahamas,IAP,RNAV (GNSS) RWY 24
MYGF,Bahamas,IAP,VOR Y RWY 06
MYGF,Bahamas,IAP,VOR Y RWY 24
MYGF,Bahamas,IAP,VOR Z RWY 06
MYGF,Bahamas,IAP,VOR Z RWY 24
MYNN,Bahamas,SID,FREDY 2 RNAV DEP
MYNN,Bahamas,SID,INGRA 2 RNAV DEP
MYNN,Bahamas,SID,JAVIS 2 RNAV DEP
MYNN,Bahamas,IAP,ILS RWY 14
MYNN,Bahamas,IAP,RNAV (GNSS) RWY 10
MYNN,Bahamas,IAP,RNAV (GNSS) RWY 14
MYNN,Bahamas,IAP,RNAV (GNSS) RWY 32
MYNN,Bahamas,IAP,SRE RWY 10
MYNN,Bahamas,IAP,SRE RWY 14
MYNN,Bahamas,IAP,SRE RWY 32
MYNN,Bahamas,IAP,VOR Y RWY 10
MYNN,Bahamas,IAP,VOR Y RWY 14
MYNN,Bahamas,IAP,VOR Y RWY 32
MYNN,Bahamas,IAP,VOR Z RWY 10
MYNN,Bahamas,IAP,VOR Z RWY 14
MYNN,Bahamas,IAP,VOR Z RWY 32
MYSM,Bahamas,SID,SYRIL 2 RNAV DEP
MYSM,Bahamas,STAR,BRRGO 3 RNAV ARR
MYSM,Bahamas,IAP,NDB RWY 10
MYSM,Bahamas,IAP,RNAV (GNSS) RWY 10
OBBI,Bahrain,SID,RADAR DEPS RWY 12L
OBBI,Bahrain,SID,RADAR DEPS RWY 30R
OBBI,Bahrain,STAR,KOBOK 1 RNAV ARR
OBBI,Bahrain,STAR,KOBOK RCF 1 RNAV ARR
OBBI,Bahrain,STAR,LADNA 1 RNAV ARR
OBBI,Bahrain,STAR,LADNA RCF 1 RNAV ARR
OBBI,Bahrain,STAR,ORDIG 1 RNAV ARR
OBBI,Bahrain,STAR,ORDIG RCF 1 RNAV ARR
OBBI,Bahrain,IAP,CAT II VOR ILS DME RWY 12L
OBBI,Bahrain,IAP,CAT II VOR ILS DME RWY 30R
OBBI,Bahrain,IAP,RNP RWY 12L
OBBI,Bahrain,IAP,RNP RWY 12R
OBBI,Bahrain,IAP,RNP RWY 30L
OBBI,Bahrain,IAP,RNP RWY 30R
OBBI,Bahrain,IAP,VOR DME RWY 12L
OBBI,Bahrain,IAP,VOR DME RWY 12R
OBBI,Bahrain,IAP,VOR DME RWY 30L
OBBI,Bahrain,IAP,VOR DME RWY 30R
OBBI,Bahrain,IAP,VOR ILS DME RWY 12L
OBBI,Bahrain,IAP,VOR ILS DME RWY 30R
OBBI,Bahrain,IAP,VOR RWY 12L
OBBI,Bahrain,IAP,VOR RWY 30R
OBBS,Bahrain,IAP,VOR DME ILS RWY 33R
OBKH,Bahrain,SID,DEPS
OBKH,Bahrain,IAP,ILS DME RWY 35
OBKH,Bahrain,IAP,RNAV (GNSS) RWY 17
OBKH,Bahrain,IAP,RNAV (GNSS) RWY 35
VGBR,Bangladesh,IAP,NDB RWY 17
VGBR,Bangladesh,IAP,NDB RWY 35
VGCB,Bangladesh,IAP,VOR DME RWY 17
VGCB,Bangladesh,IAP,VOR DME RWY 35
VGEG,Bangladesh,IAP,RNP RWY 05
VGEG,Bangladesh,IAP,RNP RWY 23
VGEG,Bangladesh,IAP,VOR DME-ARC RWY 05
VGEG,Bangladesh,IAP,VOR DME-ARC RWY 23
VGEG,Bangladesh,IAP,VOR ILS DME RWY 23
VGEG,Bangladesh,IAP,VOR ILS DME-ARC RWY 23
VGEG,Bangladesh,IAP,VOR RWY 05
VGEG,Bangladesh,IAP,VOR RWY 23
VGHS,Bangladesh,SID,ADMIL & NUPUR 1C RNAV DEPS
VGHS,Bangladesh,SID,ADMIL & NUPUR 1D RNAV DEPS
VGHS,Bangladesh,SID,"ADMIL 1 & 2, IDLOX 1, 1A & 2 DEPS"
VGHS,Bangladesh,SID,BELKU & IDLOX 1C RNAV DEPS
VGHS,Bangladesh,SID,BELKU & IDLOX 1D RNAV DEPS
VGHS,Bangladesh,SID,"IBANU & IKOGU 1, 1A & 2 DEPS"
VGHS,Bangladesh,SID,IBANU & IKOGU 1C RNAV DEPS
VGHS,Bangladesh,SID,IKOGU 1D RNAV DEP
VGHS,Bangladesh,SID,"KAKBO & NIKLI 1, 1A & 2 DEPS"
VGHS,Bangladesh,SID,KAKBO 1C RNAV DEP
VGHS,Bangladesh,SID,NIKLI 1C RNAV DEP
VGHS,Bangladesh,SID,"NUPUR & TEGAK 1, 1A & 2 DEPS"
VGHS,Bangladesh,STAR,ADMIL & NUPUR 1E RNAV ARRS
VGHS,Bangladesh,STAR,BELKU & IDLOX 1E RNAV ARRS
VGHS,Bangladesh,STAR,IBANU & IKOGU 1B RNAV ARRS
VGHS,Bangladesh,STAR,IBANU & IKOGU 1E RNAV ARRS
VGHS,Bangladesh,STAR,KAKBO 1E RNAV ARR
VGHS,Bangladesh,STAR,NIKLI 1E RNAV ARR
VGHS,Bangladesh,IAP,CAT II ILS Z RWY 14
VGHS,Bangladesh,IAP,DA ILS RWY 14
VGHS,Bangladesh,IAP,DA LCTR RWY 14
VGHS,Bangladesh,IAP,RNP RWY 14
VGHS,Bangladesh,IAP,RNP RWY 32
VGHS,Bangladesh,IAP,VOR DME ILS 1 RWY 32
VGHS,Bangladesh,IAP,VOR DME ILS 2 RWY 32
VGHS,Bangladesh,IAP,VOR DME ILS RWY 14
VGHS,Bangladesh,IAP,VOR DME RWY 14
VGHS,Bangladesh,IAP,VOR DME-1 RWY 32
VGHS,Bangladesh,IAP,VOR DME-2 RWY 32
VGHS,Bangladesh,IAP,VOR DME-ARC ILS RWY 14
VGHS,Bangladesh,IAP,VOR DME-ARC ILS RWY 32
VGHS,Bangladesh,IAP,VOR DME-ARC RWY 32
VGHS,Bangladesh,IAP,VOR RWY 14
VGHS,Bangladesh,IAP,VOR RWY 32
VGJR,Bangladesh,IAP,RNP RWY 16
VGJR,Bangladesh,IAP,RNP RWY 34
VGJR,Bangladesh,IAP,VOR X RWY 16
VGJR,Bangladesh,IAP,VOR X RWY 34
VGJR,Bangladesh,IAP,VOR Y RWY 16
VGJR,Bangladesh,IAP,VOR Y RWY 34
VGJR,Bangladesh,IAP,VOR Z RWY 16
VGJR,Bangladesh,IAP,VOR Z RWY 34
VGRJ,Bangladesh,IAP,VOR RWY 17
VGRJ,Bangladesh,IAP,VOR RWY 35
VGSD,Bangladesh,IAP,RNP RWY 16
VGSD,Bangladesh,IAP,RNP RWY 34
VGSD,Bangladesh,IAP,VOR W RWY 16
VGSD,Bangladesh,IAP,VOR X RWY 34
VGSY,Bangladesh,IAP,RNP RWY 11
VGSY,Bangladesh,IAP,RNP RWY 29
VGSY,Bangladesh,IAP,VOR ILS DME - ARC RWY 11
VGSY,Bangladesh,IAP,VOR ILS DME RWY 11
VGSY,Bangladesh,IAP,VOR RWY 11
VGSY,Bangladesh,IAP,VOR RWY 29
TBPB,Barbados,IAP,ILS OR LOC Y RWY 09
TBPB,Barbados,IAP,ILS OR LOC Z RWY 09
TBPB,Barbados,IAP,RNP RWY 09
TBPB,Barbados,IAP,RNP RWY 27
TBPB,Barbados,IAP,VOR X RWY 09
TBPB,Barbados,IAP,VOR X RWY 27
TBPB,Barbados,IAP,VOR Y RWY 09
TBPB,Barbados,IAP,VOR Y RWY 27
TBPB,Barbados,IAP,VOR Z RWY 09
TBPB,Barbados,IAP,VOR Z RWY 27
UMBB,Belarus,SID,"ABERO, DIVIM, LETKI, TADUN & TOSPO 1A DEPS"
UMBB,Belarus,SID,"ABERO, DIVIM, LETKI, TADUN & TOSPO 1B DEPS"
UMBB,Belarus,SID,"DOMAN, MAPAT & SURUG 1A DEPS"
UMBB,Belarus,SID,"DOMAN, MAPAT & SURUG 1B DEPS"
UMBB,Belarus,STAR,"ABERO 2C, BIGLU, DIVIM & TADUN 1C ARRS"
UMBB,Belarus,STAR,"ABERO, BIGLU, DIVIM & TADUN 1D ARRS"
UMBB,Belarus,STAR,"DOMAN, MAPAT & SURUG 1C ARRS"
UMBB,Belarus,STAR,"DOMAN, MAPAT & SURUG 1D ARRS"
UMBB,Belarus,IAP,ILS RWY 29
UMBB,Belarus,IAP,NDB RWY 11
UMBB,Belarus,IAP,VOR RWY 11
UMBB,Belarus,IAP,VOR RWY 29
UMGG,Belarus,SID,"DOZAL 2A & 2K, GOGER & ROMAL 3A DEPS"
UMGG,Belarus,SID,"DOZAL 2B, GOGER & ROMAL 3B DEPS"
UMGG,Belarus,SID,"LOVIK 3A & 3K, MABIR & MAMIN 3A DEPS"
UMGG,Belarus,SID,"LOVIK 3B & 3L, MABIR & MAMIN 3B DEPS"
UMGG,Belarus,STAR,"DOZAL 2C, GOGER 3C, ROMAL 3C & 2N ARRS"
UMGG,Belarus,STAR,"DOZAL 2D & 2M, GOGER 3D, ROMAL 3D & 2M ARRS"
UMGG,Belarus,STAR,"LOVIK & MAMIN 3D & 2M, MABIR 3D ARRS"
UMGG,Belarus,STAR,"LOVIK 3C & 3N, MABIR & MAMIN 3C & 2N ARRS"
UMGG,Belarus,IAP,ILS RWY 10
UMGG,Belarus,IAP,ILS RWY 28
UMGG,Belarus,IAP,NDB RWY 10
UMGG,Belarus,IAP,NDB RWY 28
UMGG,Belarus,IAP,VOR RWY 10
UMGG,Belarus,IAP,VOR RWY 28
UMII,Belarus,SID,"BATNA, FOZLU,KODON,KUTHU,RATIN,TEGLU&VALTA 2A DEPS"
UMII,Belarus,SID,"BATNA, FOZLU,KODON,KUTHU,RATIN,TEGLU&VALTA 2B DEPS"
UMII,Belarus,STAR,"KODON, KUTHU, LEHNE, TEGLU & VEPIS 2C ARRS"
UMII,Belarus,STAR,"KODON, KUTHU, LEHNE, TEGLU & VEPIS 2D ARRS"
UMII,Belarus,IAP,ILS RWY 23
UMII,Belarus,IAP,NDB RWY 05
UMII,Belarus,IAP,NDB RWY 23
UMII,Belarus,IAP,VOR RWY 05
UMII,Belarus,IAP,VOR RWY 23
UMMG,Belarus,SID,RWY 17 DEPS
UMMG,Belarus,SID,RWY 35 DEPS
UMMG,Belarus,STAR,RWY 17 ARRS
UMMG,Belarus,STAR,RWY 35 ARRS
UMMG,Belarus,IAP,NDB RWY 17
UMMG,Belarus,IAP,VOR RWY 17
UMMG,Belarus,IAP,VOR RWY 35
UMMS,Belarus,SID,RWY 13L RNAV DEPS
UMMS,Belarus,SID,RWY 13R RNAV DEPS
UMMS,Belarus,SID,RWY 31L RNAV DEPS
UMMS,Belarus,SID,RWY 31R RNAV DEPS
UMMS,Belarus,STAR,"DAKWI 2D & 2K, RAFMA & RUHAL 2D RNAV ARRS"
UMMS,Belarus,STAR,"DAKWI 2H & 2J, RAFMA & RUHAL 2H RNAV ARRS"
UMMS,Belarus,STAR,"DAKWI, RAFMA & RUHAL 2C RNAV ARRS"
UMMS,Belarus,STAR,"DAKWI, RAFMA & RUHAL 2E RNAV ARRS"
UMMS,Belarus,STAR,"KIZIR, KOLOS & TIWOK 2C RNAV ARRS"
UMMS,Belarus,STAR,"KIZIR, KOLOS & TIWOK 2D RNAV ARRS"
UMMS,Belarus,STAR,"KIZIR, KOLOS & TIWOK 2E RNAV ARRS"
UMMS,Belarus,STAR,"KIZIR, KOLOS & TIWOK 2H RNAV ARRS"
UMMS,Belarus,STAR,LENOK & PENAL 2C RNAV ARRS
UMMS,Belarus,STAR,LENOK & PENAL 2D RNAV ARRS
UMMS,Belarus,STAR,LENOK & PENAL 2E RNAV ARRS
UMMS,Belarus,STAR,LENOK & PENAL 2H RNAV ARRS
UMMS,Belarus,IAP,CAT II ILS RWY 31L
UMMS,Belarus,IAP,CAT II/III ILS RWY 13L
UMMS,Belarus,IAP,GLS RWY 13L
UMMS,Belarus,IAP,GLS RWY 31R
UMMS,Belarus,IAP,ILS OR LOC RWY 13L
UMMS,Belarus,IAP,ILS OR LOC RWY 31R
UMMS,Belarus,IAP,ILS RWY 13R
UMMS,Belarus,IAP,ILS RWY 31L
UMMS,Belarus,IAP,NDB RWY 13R
UMMS,Belarus,IAP,NDB RWY 31L
UMMS,Belarus,IAP,RNP RWY 13L
UMMS,Belarus,IAP,RNP RWY 31R
UMOO,Belarus,SID,"NEZGI & RAFMA 3A, SLEDA, SODKO & TADIG 2A DEPS"
UMOO,Belarus,SID,"NEZGI & RAFMA 3B, SLEDA, SODKO & TADIG 2B DEPS"
UMOO,Belarus,STAR,"DIFTO, DULEB, KOPON, PIROS, ROVSI & SODKO 2C ARRS"
UMOO,Belarus,STAR,"DIFTO, DULEB, KOPON, ROVSI&SODKO 2D, PIROS 3D ARRS"
UMOO,Belarus,IAP,ILS RWY 13
UMOO,Belarus,IAP,NDB RWY 13
UMOO,Belarus,IAP,NDB RWY 31
UMOO,Belarus,IAP,VOR RWY 13
UMOO,Belarus,IAP,VOR RWY 31
EBAW,Belgium,SID,"GILOM 4E, 4F & 4G, NIK 5E, PUTTY 3G DEPS"
EBAW,Belgium,SID,"GILOM 5C & 6D, NIK 7C DEPS"
EBAW,Belgium,SID,"GILOM 5C & 6D, NIK 7C RNAV DEPS"
EBAW,Belgium,SID,"GILOM 6B, PUTTY 4B DEPS"
EBAW,Belgium,SID,"GILOM 6B, PUTTY 4B RNAV DEPS"
EBAW,Belgium,SID,"PUTTY 7C, SONDI 7C DEPS"
EBAW,Belgium,SID,"PUTTY 7E, SONDI 6E DEPS"
EBAW,Belgium,STAR,"ARVOL 5A, KOK & TULNI 6A ARRS"
EBAW,Belgium,STAR,"ARVOL 5A, KOK & TULNI 6A RNAV ARRS (OVERLAY)"
EBAW,Belgium,STAR,"BATTY & LNO 6A, WOODY 5A ARRS"
EBAW,Belgium,STAR,"BATTY & LNO 6A, WOODY 5A RNAV ARRS (OVERLAY)"
EBAW,Belgium,IAP,ILS OR LOC RWY 29
EBAW,Belgium,IAP,RNP RWY 11
